ID_Pedido;Fecha_Pedido;Fecha_Envio;Modo_Envio;Estado_Pedido;ID_Detalle;ID_Producto;Cantidad;Descuento;Ventas;Ganancia;Nombre_Producto;Categoria;Subcategoria;Marca;Precio_Lista;Costo_Unitario;Nombre_Campania;Canal_Marketing;Ingreso_Neto;Venta_Promedio_Unidad;Mes_Pedido;Dias_Envio
ORD-2023-00013;2024-11-08;2024-11-10;estándar;completado;35;P0071;1;0.00;888.52;211.03;almacenamiento flex 1;muebles;almacenamiento;patagonia;888.52;677.49;sin dato;sin dato;888.52;888.52;11;2
ORD-2023-00014;2023-09-26;2023-09-30;segunda clase;completado;36;P0057;3;0.00;1547.43;571.17;mesas smart 7;muebles;mesas;patagonia;515.81;325.42;campaña ahorro 7;afiliados;1547.43;515.81;9;4
ORD-2023-00014;2023-09-26;2023-09-30;segunda clase;completado;37;P0004;1;0.15;23.90;3.48;accesorios eco 4;tecnología;accesorios;orion;28.12;19.81;campaña ahorro 7;afiliados;20.31;23.90;9;4
ORD-2023-00014;2023-09-26;2023-09-30;segunda clase;completado;38;P0111;8;0.30;2883.22;251.97;sobres flex 1;oficina;sobres;lumen;514.86;299.56;campaña ahorro 7;afiliados;2018.25;360.40;9;4
ORD-2023-00015;2024-03-31;2024-04-01;segunda clase;completado;39;P0081;7;0.10;5168.90;1520.29;papelería smart 1;oficina;papelería;altura;820.46;507.81;sin dato;sin dato;4652.01;738.41;3;1
ORD-2023-00015;2024-03-31;2024-04-01;segunda clase;completado;40;P0070;4;0.00;3066.76;1181.68;libreros eco 10;muebles;libreros;andes;766.69;471.27;sin dato;sin dato;3066.76;766.69;3;1
ORD-2023-00015;2024-03-31;2024-04-01;segunda clase;completado;41;P0053;5;0.00;1853.55;660.00;mesas eco 3;muebles;mesas;alerce;370.71;238.71;sin dato;sin dato;1853.55;370.71;3;1
ORD-2023-00015;2024-03-31;2024-04-01;segunda clase;completado;42;P0067;3;0.15;440.56;120.10;libreros pro 7;muebles;libreros;nova;172.77;109.03;sin dato;sin dato;374.48;146.85;3;1
ORD-2023-00016;2025-02-12;2025-02-15;segunda clase;enviado;43;P0071;6;0.05;5064.56;1009.03;almacenamiento flex 1;muebles;almacenamiento;patagonia;888.52;677.49;campaña ahorro 7;afiliados;4811.33;844.09;2;3
ORD-2023-00017;2023-09-13;2023-09-14;mismo día;completado;44;P0011;7;0.05;3669.00;1136.31;teléfonos plus 1;tecnología;teléfonos;lumen;551.73;361.63;sin dato;sin dato;3485.55;524.14;9;1
ORD-2023-00017;2023-09-13;2023-09-14;mismo día;completado;45;P0037;5;0.20;1155.92;404.23;periféricos nova 7;tecnología;periféricos;orion;288.98;157.55;sin dato;sin dato;924.74;231.18;9;1
ORD-2023-00017;2023-09-13;2023-09-14;mismo día;completado;46;P0024;3;0.10;2179.85;1008.98;computadores nova 4;tecnología;computadores;vector;807.35;402.87;sin dato;sin dato;1961.87;726.62;9;1
ORD-2023-00018;2023-10-06;2023-10-11;estándar;completado;47;P0069;1;0.00;667.86;197.81;libreros smart 9;muebles;libreros;patagonia;667.86;470.05;sin dato;sin dato;667.86;667.86;10;5
ORD-2023-00019;2023-05-09;2023-05-14;segunda clase;completado;48;P0028;6;0.20;2218.22;815.10;computadores pro 8;tecnología;computadores;lumen;462.13;240.82;campaña cliente vip 1;email;1774.58;369.70;5;5
ORD-2023-00019;2023-05-09;2023-05-14;segunda clase;completado;49;P0048;8;0.00;5003.44;1125.28;sillas plus 8;muebles;sillas;orion;625.43;484.77;campaña cliente vip 1;email;5003.44;625.43;5;5
ORD-2023-00019;2023-05-09;2023-05-14;segunda clase;completado;50;P0008;5;0.20;1586.40;278.45;accesorios plus 8;tecnología;accesorios;andes;396.60;275.19;campaña cliente vip 1;email;1269.12;317.28;5;5
ORD-2023-00019;2023-05-09;2023-05-14;segunda clase;completado;51;P0024;4;0.10;2906.46;1254.00;computadores nova 4;tecnología;computadores;vector;807.35;402.87;campaña cliente vip 1;email;2615.81;726.62;5;5
ORD-2023-00020;2025-02-25;2025-03-02;estándar;completado;52;P0095;2;0.05;1001.77;433.71;archivadores plus 5;oficina;archivadores;altura;527.25;284.32;campaña outlet 8;búsqueda;951.68;500.88;2;5
ORD-2023-00020;2025-02-25;2025-03-02;estándar;completado;53;P0120;6;0.00;4237.62;1615.14;sobres plus 10;oficina;sobres;altura;706.27;437.08;campaña outlet 8;búsqueda;4237.62;706.27;2;5
ORD-2023-00020;2025-02-25;2025-03-02;estándar;completado;54;P0096;2;0.10;1271.68;479.70;archivadores pro 6;oficina;archivadores;patagonia;706.49;396.52;campaña outlet 8;búsqueda;1144.51;635.84;2;5
ORD-2023-00020;2025-02-25;2025-03-02;estándar;completado;55;P0026;6;0.00;2864.04;595.14;computadores plus 6;tecnología;computadores;lumen;477.34;378.15;campaña outlet 8;búsqueda;2864.04;477.34;2;5
ORD-2023-00021;2023-08-30;2023-09-04;primera clase;completado;56;P0051;4;0.00;379.52;145.04;mesas smart 1;muebles;mesas;orion;94.88;58.62;campaña cliente vip 1;email;379.52;94.88;8;5
ORD-2023-00022;2024-01-16;2024-01-22;primera clase;completado;57;P0008;6;0.00;2379.60;728.46;accesorios plus 8;tecnología;accesorios;andes;396.60;275.19;campaña activa 3;afiliados;2379.60;396.60;1;6
ORD-2023-00023;2024-05-14;2024-05-15;mismo día;enviado;58;P0003;7;0.15;5166.15;288.62;accesorios plus 3;tecnología;accesorios;altura;868.26;685.10;campaña ahorro 6;afiliados;4391.23;738.02;5;1
ORD-2023-00023;2024-05-14;2024-05-15;mismo día;enviado;59;P0116;1;0.30;541.93;37.69;sobres flex 6;oficina;sobres;patagonia;774.19;485.05;campaña ahorro 6;afiliados;379.35;541.93;5;1
ORD-2023-00024;2024-12-14;2024-12-17;primera clase;completado;60;P0036;3;0.00;2631.60;1369.17;periféricos nova 6;tecnología;periféricos;patagonia;877.20;420.81;campaña activa 3;afiliados;2631.60;877.20;12;3
ORD-2023-00024;2024-12-14;2024-12-17;primera clase;completado;61;P0038;5;0.15;1737.91;491.89;periféricos nova 8;tecnología;periféricos;andes;408.92;250.33;campaña activa 3;afiliados;1477.22;347.58;12;3
ORD-2023-00024;2024-12-14;2024-12-17;primera clase;completado;62;P0094;3;0.00;540.12;160.02;archivadores pro 4;oficina;archivadores;alerce;180.04;126.70;campaña activa 3;afiliados;540.12;180.04;12;3
ORD-2023-00024;2024-12-14;2024-12-17;primera clase;completado;63;P0100;4;0.15;178.91;22.88;archivadores smart 10;oficina;archivadores;andes;52.62;38.31;campaña activa 3;afiliados;152.07;44.73;12;3
ORD-2023-00025;2024-06-20;2024-06-25;primera clase;completado;64;P0083;6;0.00;317.34;103.08;papelería pro 3;oficina;papelería;altura;52.89;35.71;sin dato;sin dato;317.34;52.89;6;5
ORD-2023-00025;2024-06-20;2024-06-25;primera clase;completado;65;P0006;3;0.00;2607.84;1041.42;accesorios nova 6;tecnología;accesorios;andes;869.28;522.14;sin dato;sin dato;2607.84;869.28;6;5
ORD-2023-00025;2024-06-20;2024-06-25;primera clase;completado;66;P0014;8;0.05;593.33;310.58;teléfonos pro 4;tecnología;teléfonos;alerce;78.07;35.97;sin dato;sin dato;563.66;74.17;6;5
ORD-2023-00025;2024-06-20;2024-06-25;primera clase;completado;67;P0085;8;0.10;5356.87;1136.31;papelería smart 5;oficina;papelería;alerce;744.01;540.99;sin dato;sin dato;4821.18;669.61;6;5
ORD-2023-00026;2023-01-14;2023-01-15;estándar;cancelado;68;P0047;7;0.15;4152.09;420.46;sillas plus 7;muebles;sillas;andes;697.83;520.77;sin dato;sin dato;3529.28;593.16;1;1
ORD-2023-00027;2024-06-25;2024-06-25;estándar;enviado;69;P0013;4;0.20;914.75;248.12;teléfonos nova 3;tecnología;teléfonos;lumen;285.86;173.76;sin dato;sin dato;731.80;228.69;6;0
ORD-2023-00028;2024-10-02;2024-10-03;estándar;completado;70;P0087;8;0.20;4738.37;352.41;papelería flex 7;oficina;papelería;andes;740.37;525.57;sin dato;sin dato;3790.70;592.30;10;1
ORD-2023-00028;2024-10-02;2024-10-03;estándar;completado;71;P0102;3;0.20;1028.86;209.52;etiquetas pro 2;oficina;etiquetas;vector;428.69;272.95;sin dato;sin dato;823.09;342.95;10;1
ORD-2023-00028;2024-10-02;2024-10-03;estándar;completado;72;P0069;8;0.15;4541.45;652.02;libreros smart 9;muebles;libreros;patagonia;667.86;470.05;sin dato;sin dato;3860.23;567.68;10;1
ORD-2023-00029;2024-02-27;2024-03-04;primera clase;enviado;73;P0073;4;0.20;559.23;64.21;almacenamiento eco 3;muebles;almacenamiento;orion;174.76;120.04;sin dato;sin dato;447.38;139.81;2;6
ORD-2023-00029;2024-02-27;2024-03-04;primera clase;enviado;74;P0047;8;0.30;3907.85;-566.36;sillas plus 7;muebles;sillas;andes;697.83;520.77;sin dato;sin dato;2735.49;488.48;2;6
ORD-2023-00030;2023-10-19;2023-10-23;primera clase;devuelto;75;P0029;4;0.15;955.81;190.16;computadores eco 9;tecnología;computadores;patagonia;281.12;199.48;campaña activa 3;afiliados;812.44;238.95;10;4
ORD-2023-00030;2023-10-19;2023-10-23;primera clase;devuelto;76;P0118;3;0.00;696.15;196.29;sobres nova 8;oficina;sobres;alerce;232.05;166.62;campaña activa 3;afiliados;696.15;232.05;10;4
ORD-2023-00030;2023-10-19;2023-10-23;primera clase;devuelto;77;P0020;3;0.10;1334.85;607.53;teléfonos flex 10;tecnología;teléfonos;lumen;494.39;245.07;campaña activa 3;afiliados;1201.37;444.95;10;4
ORD-2023-00031;2023-09-20;2023-09-26;segunda clase;completado;78;P0093;6;0.30;2624.45;1022.80;archivadores flex 3;oficina;archivadores;vector;624.87;291.47;campaña ahorro 7;afiliados;1837.11;437.41;9;6
ORD-2023-00032;2023-02-08;2023-02-13;estándar;completado;79;P0045;7;0.20;2995.44;125.08;sillas eco 5;muebles;sillas;lumen;534.90;391.64;sin dato;sin dato;2396.35;427.92;2;5
ORD-2023-00032;2023-02-08;2023-02-13;estándar;completado;80;P0112;4;0.00;1814.60;909.76;sobres pro 2;oficina;sobres;orion;453.65;226.21;sin dato;sin dato;1814.60;453.65;2;5
ORD-2023-00032;2023-02-08;2023-02-13;estándar;completado;81;P0007;5;0.00;1565.45;847.55;accesorios nova 7;tecnología;accesorios;alerce;313.09;143.58;sin dato;sin dato;1565.45;313.09;2;5
ORD-2023-00033;2024-05-29;2024-06-03;mismo día;completado;82;P0029;7;0.10;1771.06;352.15;computadores eco 9;tecnología;computadores;patagonia;281.12;199.48;campaña cliente vip 1;email;1593.95;253.01;5;5
ORD-2023-00034;2023-12-11;2023-12-11;mismo día;enviado;83;P0052;7;0.00;3459.05;815.15;mesas nova 2;muebles;mesas;lumen;494.15;377.70;sin dato;sin dato;3459.05;494.15;12;0
ORD-2023-00035;2023-07-22;2023-07-25;segunda clase;completado;84;P0035;7;0.15;4550.02;719.37;periféricos nova 5;tecnología;periféricos;orion;764.71;538.76;campaña activa 4;afiliados;3867.52;650.00;7;3
ORD-2023-00036;2024-11-18;2024-11-21;primera clase;completado;85;P0099;5;0.00;52.85;27.85;archivadores eco 9;oficina;archivadores;orion;10.57;5.00;campaña ahorro 6;afiliados;52.85;10.57;11;3
ORD-2023-00037;2024-03-27;2024-03-27;primera clase;completado;86;P0015;1;0.05;663.57;141.70;teléfonos plus 5;tecnología;teléfonos;nova;698.50;515.60;sin dato;sin dato;630.39;663.57;3;0
ORD-2023-00038;2023-01-15;2023-01-17;mismo día;completado;87;P0043;4;0.05;2677.48;1071.66;sillas smart 3;muebles;sillas;altura;704.60;405.63;sin dato;sin dato;2543.61;669.37;1;2
ORD-2023-00039;2024-05-09;2024-05-13;estándar;completado;88;P0033;3;0.00;2650.05;572.61;periféricos nova 3;tecnología;periféricos;altura;883.35;692.48;sin dato;sin dato;2650.05;883.35;5;4
ORD-2023-00040;2024-04-21;2024-04-26;primera clase;completado;89;P0111;2;0.00;1029.72;430.60;sobres flex 1;oficina;sobres;lumen;514.86;299.56;sin dato;sin dato;1029.72;514.86;4;5
ORD-2023-00040;2024-04-21;2024-04-26;primera clase;completado;90;P0030;7;0.00;4866.40;2626.54;computadores flex 10;tecnología;computadores;alerce;695.20;319.98;sin dato;sin dato;4866.40;695.20;4;5
ORD-2023-00040;2024-04-21;2024-04-26;primera clase;completado;91;P0077;2;0.00;218.98;111.70;almacenamiento nova 7;muebles;almacenamiento;altura;109.49;53.64;sin dato;sin dato;218.98;109.49;4;5
ORD-2023-00041;2024-12-30;2024-12-30;mismo día;completado;92;P0003;6;0.15;4428.13;362.73;accesorios plus 3;tecnología;accesorios;altura;868.26;685.10;campaña cliente vip 5;display;3763.91;738.02;12;0
ORD-2023-00041;2024-12-30;2024-12-30;mismo día;completado;93;P0031;5;0.00;1162.90;597.70;periféricos smart 1;tecnología;periféricos;andes;232.58;113.04;campaña cliente vip 5;display;1162.90;232.58;12;0
ORD-2023-00042;2024-07-22;2024-07-24;segunda clase;enviado;94;P0067;4;0.20;552.86;131.10;libreros pro 7;muebles;libreros;nova;172.77;109.03;campaña ahorro 6;afiliados;442.29;138.22;7;2
ORD-2023-00042;2024-07-22;2024-07-24;segunda clase;enviado;95;P0055;5;0.15;2461.22;774.30;mesas plus 5;muebles;mesas;vector;579.11;339.15;campaña ahorro 6;afiliados;2092.04;492.24;7;2
ORD-2023-00042;2024-07-22;2024-07-24;segunda clase;enviado;96;P0027;3;0.05;113.09;56.12;computadores flex 7;tecnología;computadores;alerce;39.68;18.70;campaña ahorro 6;afiliados;107.44;37.70;7;2
ORD-2023-00042;2024-07-22;2024-07-24;segunda clase;enviado;97;P0089;3;0.20;842.69;105.49;papelería plus 9;oficina;papelería;vector;351.12;231.81;campaña ahorro 6;afiliados;674.15;280.90;7;2
ORD-2023-00043;2023-06-11;2023-06-13;segunda clase;completado;98;P0098;6;0.20;1122.77;83.81;archivadores nova 8;oficina;archivadores;lumen;233.91;164.53;campaña ahorro 2;afiliados;898.22;187.13;6;2
ORD-2023-00044;2025-02-02;2025-02-08;primera clase;cancelado;99;P0014;3;0.00;234.21;126.30;teléfonos pro 4;tecnología;teléfonos;alerce;78.07;35.97;sin dato;sin dato;234.21;78.07;2;6
ORD-2023-00044;2025-02-02;2025-02-08;primera clase;cancelado;100;P0078;4;0.05;1140.84;605.74;almacenamiento eco 8;muebles;almacenamiento;andes;300.22;135.39;sin dato;sin dato;1083.80;285.21;2;6
ORD-2023-00045;2023-03-23;2023-03-28;mismo día;completado;101;P0024;7;0.30;3956.01;1153.66;computadores nova 4;tecnología;computadores;vector;807.35;402.87;sin dato;sin dato;2769.21;565.14;3;5
ORD-2023-00045;2023-03-23;2023-03-28;mismo día;completado;102;P0025;4;0.00;3054.84;976.20;computadores plus 5;tecnología;computadores;orion;763.71;519.66;sin dato;sin dato;3054.84;763.71;3;5
ORD-2023-00045;2023-03-23;2023-03-28;mismo día;completado;103;P0119;5;0.20;2480.96;811.34;sobres plus 9;oficina;sobres;andes;620.24;347.69;sin dato;sin dato;1984.77;496.19;3;5
ORD-2023-00046;2023-03-09;2023-03-10;mismo día;devuelto;104;P0111;8;0.05;3912.94;1522.42;sobres flex 1;oficina;sobres;lumen;514.86;299.56;sin dato;sin dato;3717.29;489.12;3;1
ORD-2023-00046;2023-03-09;2023-03-10;mismo día;devuelto;105;P0078;7;0.15;1786.31;851.93;almacenamiento eco 8;muebles;almacenamiento;andes;300.22;135.39;sin dato;sin dato;1518.36;255.19;3;1
ORD-2023-00046;2023-03-09;2023-03-10;mismo día;devuelto;106;P0067;2;0.30;241.88;25.61;libreros pro 7;muebles;libreros;nova;172.77;109.03;sin dato;sin dato;169.32;120.94;3;1
ORD-2023-00047;2024-06-15;2024-06-19;estándar;completado;107;P0057;7;0.10;3249.60;932.14;mesas smart 7;muebles;mesas;patagonia;515.81;325.42;campaña cliente vip 1;email;2924.64;464.23;6;4
ORD-2023-00047;2024-06-15;2024-06-19;estándar;completado;108;P0060;3;0.20;379.90;107.03;mesas smart 10;muebles;mesas;vector;158.29;93.56;campaña cliente vip 1;email;303.92;126.63;6;4
ORD-2023-00047;2024-06-15;2024-06-19;estándar;completado;109;P0089;3;0.30;737.35;0.22;papelería plus 9;oficina;papelería;vector;351.12;231.81;campaña cliente vip 1;email;516.14;245.78;6;4
ORD-2023-00048;2025-01-09;2025-01-13;primera clase;completado;110;P0023;8;0.05;6029.61;2820.33;computadores pro 3;tecnología;computadores;patagonia;793.37;395.09;campaña activa 3;afiliados;5728.13;753.70;1;4
ORD-2023-00049;2023-11-28;2023-12-03;segunda clase;completado;111;P0012;2;0.30;473.87;124.86;teléfonos flex 2;tecnología;teléfonos;vector;338.48;169.06;sin dato;sin dato;331.71;236.94;11;5
ORD-2023-00050;2024-12-25;2024-12-28;segunda clase;devuelto;112;P0006;3;0.15;2216.66;640.00;accesorios nova 6;tecnología;accesorios;andes;869.28;522.14;sin dato;sin dato;1884.16;738.89;12;3
ORD-2023-00050;2024-12-25;2024-12-28;segunda clase;devuelto;113;P0021;3;0.00;2383.20;1058.97;computadores plus 1;tecnología;computadores;andes;794.40;441.41;sin dato;sin dato;2383.20;794.40;12;3
ORD-2023-00050;2024-12-25;2024-12-28;segunda clase;devuelto;114;P0054;5;0.10;371.34;62.89;mesas eco 4;muebles;mesas;altura;82.52;60.93;sin dato;sin dato;334.21;74.27;12;3
ORD-2023-00050;2024-12-25;2024-12-28;segunda clase;devuelto;115;P0037;3;0.00;866.94;394.29;periféricos nova 7;tecnología;periféricos;orion;288.98;157.55;sin dato;sin dato;866.94;288.98;12;3
ORD-2023-00051;2024-09-29;2024-10-05;mismo día;completado;116;P0078;8;0.05;2281.67;1212.15;almacenamiento eco 8;muebles;almacenamiento;andes;300.22;135.39;campaña outlet 8;búsqueda;2167.59;285.21;9;6
ORD-2023-00052;2024-02-24;2024-02-27;primera clase;completado;117;P0007;3;0.00;939.27;508.53;accesorios nova 7;tecnología;accesorios;alerce;313.09;143.58;campaña cliente vip 1;email;939.27;313.09;2;3
ORD-2023-00052;2024-02-24;2024-02-27;primera clase;completado;118;P0005;3;0.00;2675.01;1022.58;accesorios flex 5;tecnología;accesorios;vector;891.67;550.81;campaña cliente vip 1;email;2675.01;891.67;2;3
ORD-2023-00053;2023-03-31;2023-03-31;primera clase;completado;119;P0059;6;0.00;828.48;291.36;mesas smart 9;muebles;mesas;andes;138.08;89.52;campaña activa 3;afiliados;828.48;138.08;3;0
ORD-2023-00053;2023-03-31;2023-03-31;primera clase;completado;120;P0042;6;0.20;2672.69;326.83;sillas flex 2;muebles;sillas;vector;556.81;376.71;campaña activa 3;afiliados;2138.15;445.45;3;0
ORD-2023-00054;2023-03-08;2023-03-10;primera clase;completado;121;P0068;4;0.05;2426.03;759.83;libreros pro 8;muebles;libreros;lumen;638.43;415.12;sin dato;sin dato;2304.73;606.51;3;2
ORD-2023-00054;2023-03-08;2023-03-10;primera clase;completado;122;P0074;2;0.30;577.51;33.83;almacenamiento smart 4;muebles;almacenamiento;lumen;412.51;260.75;sin dato;sin dato;404.26;288.76;3;2
ORD-2023-00054;2023-03-08;2023-03-10;primera clase;completado;123;P0055;6;0.10;3127.19;1088.76;mesas plus 5;muebles;mesas;vector;579.11;339.15;sin dato;sin dato;2814.47;521.20;3;2
ORD-2023-00054;2023-03-08;2023-03-10;primera clase;completado;124;P0119;3;0.30;1302.50;255.03;sobres plus 9;oficina;sobres;andes;620.24;347.69;sin dato;sin dato;911.75;434.17;3;2
ORD-2023-00055;2025-04-07;2025-04-08;primera clase;completado;125;P0016;1;0.30;545.51;151.08;teléfonos pro 6;tecnología;teléfonos;orion;779.30;382.70;sin dato;sin dato;381.86;545.51;4;1
ORD-2023-00056;2025-03-29;2025-04-02;primera clase;completado;126;P0002;4;0.10;36.22;12.93;accesorios smart 2;tecnología;accesorios;vector;10.06;5.92;sin dato;sin dato;32.60;9.06;3;4
ORD-2023-00056;2025-03-29;2025-04-02;primera clase;completado;127;P0040;5;0.15;3153.54;941.20;periféricos eco 10;tecnología;periféricos;andes;742.01;430.58;sin dato;sin dato;2680.51;630.71;3;4
